"","Year","State","TotalVotes","Candidate1Votes","Candidate1%","Candidate1EV","Candidate2Votes","Candidate2%","Candidate2EV","Candidate3Votes","Candidate3%","Candidate3EV","Candidate4Votes","Candidate4%","Candidate4EV"
"5120",1952,"Texas","2,075,946","1,102,878","53.1","24","969,228","46.7","",NA,NA,NA,NA,NA,NA
"5216",1952,"Utah","329,554","194,190","58.9","4","135,364","41.1","",NA,NA,NA,NA,NA,NA
"536",1952,"Vermont","153,557","109,717","71.5","3","43,355","28.2","",NA,NA,NA,NA,NA,NA
"546",1952,"Virginia","619,689","349,037","56.3","12","268,677","43.4","",NA,NA,NA,NA,NA,NA
"556",1952,"Washington","1,102,708","599,107","54.3","9","492,845","44.7","",NA,NA,NA,NA,NA,NA
"566",1952,"West Virginia","873,548","419,970","48.1","","453,578","51.9","8",NA,NA,NA,NA,NA,NA
"576",1952,"Wisconsin","1,607,370","979,744","61.0","12","622,175","38.7","",NA,NA,NA,NA,NA,NA
"586",1952,"Wyoming","129,253","81,049","62.7","3","47,934","37.1","",NA,NA,NA,NA,NA,NA
"1132",1956,"Alabama*","496,861","195,694","39.4","","280,844","56.5","10*",NA,NA,NA,NA,NA,NA
"1233",1956,"Arizona","290,173","176,990","61.0","4","112,880","38.9","",NA,NA,NA,NA,NA,NA
"1333",1956,"Arkansas","406,572","186,287","45.8","","213,277","52.5","8",NA,NA,NA,NA,NA,NA
"1433",1956,"California","5,466,355","3,027,668","55.4","32","2,420,135","44.3","",NA,NA,NA,NA,NA,NA
"1533",1956,"Colorado","657,074","394,479","60.0","6","257,997","39.3","",NA,NA,NA,NA,NA,NA
"1633",1956,"Connecticut","1,117,121","711,837","63.7","8","405,079","36.3","",NA,NA,NA,NA,NA,NA
"1733",1956,"Delaware","177,988","98,057","55.1","3","79,421","44.6","",NA,NA,NA,NA,NA,NA
"1833",1956,"Florida","1,125,762","643,849","57.2","10","480,371","42.7","",NA,NA,NA,NA,NA,NA
"1933",1956,"Georgia","669,655","222,778","33.3","","444,688","66.4","12",NA,NA,NA,NA,NA,NA
"2033",1956,"Idaho","272,989","166,979","61.2","4","105,868","38.8","",NA,NA,NA,NA,NA,NA
"2133",1956,"Illinois","4,407,407","2,623,327","59.5","27","1,775,682","40.3","",NA,NA,NA,NA,NA,NA
"2233",1956,"Indiana","1,974,607","1,182,811","59.9","13","783,908","39.7","",NA,NA,NA,NA,NA,NA
"2333",1956,"Iowa","1,234,564","729,187","59.1","10","501,858","40.7","",NA,NA,NA,NA,NA,NA
"2433",1956,"Kansas","866,243","566,878","65.4","8","296,317","34.2","",NA,NA,NA,NA,NA,NA
"2533",1956,"Kentucky","1,053,805","572,192","54.3","10","476,453","45.2","",NA,NA,NA,NA,NA,NA
"2633",1956,"Louisiana","617,544","329,047","53.3","10","243,977","39.5","",NA,NA,NA,NA,NA,NA
"2733",1956,"Maine","351,706","249,238","70.9","5","102,468","29.1","",NA,NA,NA,NA,NA,NA
"2832",1956,"Maryland","932,827","559,738","60.0","9","372,613","39.9","",NA,NA,NA,NA,NA,NA
"2932",1956,"Massachusetts","2,348,506","1,393,197","59.3","16","948,190","40.4","",NA,NA,NA,NA,NA,NA
"3029",1956,"Michigan","3,080,468","1,713,647","55.6","20","1,359,898","44.1","",NA,NA,NA,NA,NA,NA
"3128",1956,"Minnesota","1,340,005","719,302","53.7","11","617,525","46.1","",NA,NA,NA,NA,NA,NA
"3226",1956,"Mississippi","248,104","60,685","24.5","","144,453","58.2","8",NA,NA,NA,NA,NA,NA
"3326",1956,"Missouri","1,832,562","914,289","49.9","","918,273","50.1","13",NA,NA,NA,NA,NA,NA
"3426",1956,"Montana","271,171","154,933","57.1","4","116,238","42.9","",NA,NA,NA,NA,NA,NA
"3525",1956,"Nebraska","577,137","378,108","65.5","6","199,029","34.5","",NA,NA,NA,NA,NA,NA
"3623",1956,"Nevada","96,689","56,049","58.0","3","40,640","42.0","",NA,NA,NA,NA,NA,NA
"3723",1956,"New Hampshire","266,994","176,519","66.1","4","90,364","33.8","",NA,NA,NA,NA,NA,NA
"3822",1956,"New Jersey","2,484,312","1,606,942","64.7","16","850,337","34.2","",NA,NA,NA,NA,NA,NA
"3922",1956,"New Mexico","253,926","146,788","57.8","4","106,098","41.8","",NA,NA,NA,NA,NA,NA
"4021",1956,"New York","7,095,971","4,345,506","61.2","45","2,747,944","38.7","",NA,NA,NA,NA,NA,NA
"4127",1956,"North Carolina","1,165,592","575,062","49.3","","590,530","50.7","14",NA,NA,NA,NA,NA,NA
"4224",1956,"North Dakota","253,991","156,766","61.7","4","96,742","38.1","",NA,NA,NA,NA,NA,NA
"4321",1956,"Ohio","3,702,265","2,262,610","61.1","25","1,439,655","38.9","",NA,NA,NA,NA,NA,NA
"4418",1956,"Oklahoma","859,350","473,769","55.1","8","385,581","44.9","",NA,NA,NA,NA,NA,NA
"4517",1956,"Oregon","736,132","406,393","55.2","6","329,204","44.7","",NA,NA,NA,NA,NA,NA
"4617",1956,"Pennsylvania","4,576,503","2,585,252","56.5","32","1,981,769","43.3","",NA,NA,NA,NA,NA,NA
"4717",1956,"Rhode Island","387,609","225,819","58.3","4","161,790","41.7","",NA,NA,NA,NA,NA,NA
"4817",1956,"South Carolina","300,583","75,700","25.2","","136,372","45.4","8",NA,NA,NA,NA,NA,NA
"4916",1956,"South Dakota","293,857","171,569","58.4","4","122,288","41.6","",NA,NA,NA,NA,NA,NA
"5013",1956,"Tennessee","939,404","462,288","49.2","11","456,507","48.6","",NA,NA,NA,NA,NA,NA
"5121",1956,"Texas","1,955,168","1,080,619","55.3","24","859,958","44.0","",NA,NA,NA,NA,NA,NA
"5217",1956,"Utah","333,995","215,631","64.6","4","118,364","35.4","",NA,NA,NA,NA,NA,NA
"537",1956,"Vermont","152,978","110,390","72.2","3","42,549","27.8","",NA,NA,NA,NA,NA,NA
"547",1956,"Virginia","697,978","386,459","55.4","12","267,760","38.4","",NA,NA,NA,NA,NA,NA
"557",1956,"Washington","1,150,889","620,430","53.9","9","523,002","45.4","",NA,NA,NA,NA,NA,NA
"567",1956,"West Virginia","830,831","449,297","54.1","8","381,534","45.9","",NA,NA,NA,NA,NA,NA
"577",1956,"Wisconsin","1,550,558","954,844","61.6","12","586,768","37.8","",NA,NA,NA,NA,NA,NA
"587",1956,"Wyoming","124,127","74,573","60.1","3","49,554","39.9","",NA,NA,NA,NA,NA,NA
"593",1956,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",1956,"Totals","62,026,908","35,590,472","57.4","457","26,022,752","42.0","73",NA,NA,NA,NA,NA,NA
"927",1960,"Alabama*","570,225","324,050","56.8","5*","237,981","41.7","",NA,NA,NA,NA,NA,NA
"1027",1960,"Alaska","60,762","29,809","49.1","","30,953","50.9","3",NA,NA,NA,NA,NA,NA
"1133",1960,"Arizona","398,491","176,781","44.4","","221,241","55.5","4",NA,NA,NA,NA,NA,NA
"1234",1960,"Arkansas","428,509","215,049","50.2","8","184,508","43.1","",NA,NA,NA,NA,NA,NA
"1334",1960,"California","6,506,578","3,224,099","49.6","","3,259,722","50.1","32",NA,NA,NA,NA,NA,NA
"1434",1960,"Colorado","736,236","330,629","44.9","","402,242","54.6","6",NA,NA,NA,NA,NA,NA
"1534",1960,"Connecticut","1,222,883","657,055","53.7","8","565,813","46.3","",NA,NA,NA,NA,NA,NA
"1634",1960,"Delaware","196,683","99,590","50.6","3","96,373","49.0","",NA,NA,NA,NA,NA,NA
"1734",1960,"Florida","1,544,176","748,700","48.5","","795,476","51.5","10",NA,NA,NA,NA,NA,NA
"1834",1960,"Georgia","733,349","458,638","62.5","12","274,472","37.4","",NA,NA,NA,NA,NA,NA
"1934",1960,"Hawaii","184,705","92,410","50.0","3","92,295","50.0","",NA,NA,NA,NA,NA,NA
"2034",1960,"Idaho","300,450","138,853","46.2","","161,597","53.8","4",NA,NA,NA,NA,NA,NA
"2134",1960,"Illinois","4,757,409","2,377,846","50.0","27","2,368,988","49.8","",NA,NA,NA,NA,NA,NA
"2234",1960,"Indiana","2,135,360","952,358","44.6","","1,175,120","55.0","13",NA,NA,NA,NA,NA,NA
"2334",1960,"Iowa","1,273,810","550,565","43.2","","722,381","56.7","10",NA,NA,NA,NA,NA,NA
"2434",1960,"Kansas","928,825","363,213","39.1","","561,474","60.4","8",NA,NA,NA,NA,NA,NA
"2534",1960,"Kentucky","1,124,462","521,855","46.4","","602,607","53.6","10",NA,NA,NA,NA,NA,NA
"2634",1960,"Louisiana","807,891","407,339","50.4","10","230,980","28.6","",NA,NA,NA,NA,NA,NA
"2734",1960,"Maine","421,767","181,159","43.0","","240,608","57.0","5",NA,NA,NA,NA,NA,NA
"2833",1960,"Maryland","1,055,349","565,808","53.6","9","489,538","46.4","",NA,NA,NA,NA,NA,NA
"2933",1960,"Massachusetts","2,469,480","1,487,174","60.2","16","976,750","39.6","",NA,NA,NA,NA,NA,NA
"3030",1960,"Michigan","3,318,097","1,687,269","50.9","20","1,620,428","48.8","",NA,NA,NA,NA,NA,NA
"3129",1960,"Minnesota","1,541,887","779,933","50.6","11","757,915","49.2","",NA,NA,NA,NA,NA,NA
"3227",1960,"Mississippi*","298,171","108,362","36.3","*","73,561","24.7","*",NA,NA,NA,NA,NA,NA
"3327",1960,"Missouri","1,934,422","972,201","50.3","13","962,221","49.7","",NA,NA,NA,NA,NA,NA
"3427",1960,"Montana","277,579","134,891","48.6","","141,841","51.1","4",NA,NA,NA,NA,NA,NA
"3526",1960,"Nebraska","613,095","232,542","37.9","","380,553","62.1","6",NA,NA,NA,NA,NA,NA
"3624",1960,"Nevada","107,267","54,880","51.2","3","52,387","48.8","",NA,NA,NA,NA,NA,NA
"3724",1960,"New Hampshire","295,761","137,772","46.6","","157,989","53.4","4",NA,NA,NA,NA,NA,NA
"3823",1960,"New Jersey","2,773,111","1,385,415","50.0","16","1,363,324","49.2","",NA,NA,NA,NA,NA,NA
"3923",1960,"New Mexico","311,107","156,027","50.2","4","153,733","49.4","",NA,NA,NA,NA,NA,NA
"4022",1960,"New York","7,291,079","3,830,085","52.5","45","3,446,419","47.3","",NA,NA,NA,NA,NA,NA
"4128",1960,"North Carolina","1,368,556","713,136","52.1","14","655,420","47.9","",NA,NA,NA,NA,NA,NA
"4225",1960,"North Dakota","278,431","123,963","44.5","","154,310","55.4","4",NA,NA,NA,NA,NA,NA
"4322",1960,"Ohio","4,161,859","1,944,248","46.7","","2,217,611","53.3","25",NA,NA,NA,NA,NA,NA
"4419",1960,"Oklahoma*","903,150","370,111","41.0","","533,039","59.0","7*",NA,NA,NA,NA,NA,NA
"4518",1960,"Oregon","776,421","367,402","47.3","","408,060","52.6","6",NA,NA,NA,NA,NA,NA
"4618",1960,"Pennsylvania","5,006,541","2,556,282","51.1","32","2,439,956","48.7","",NA,NA,NA,NA,NA,NA
"4718",1960,"Rhode Island","405,535","258,032","63.6","4","147,502","36.4","",NA,NA,NA,NA,NA,NA
"4818",1960,"South Carolina","386,688","198,129","51.2","8","188,558","48.8","",NA,NA,NA,NA,NA,NA
"4917",1960,"South Dakota","306,487","128,070","41.8","","178,417","58.2","4",NA,NA,NA,NA,NA,NA
"5014",1960,"Tennessee","1,051,792","481,453","45.8","","556,577","52.9","11",NA,NA,NA,NA,NA,NA
"5122",1960,"Texas","2,311,084","1,167,567","50.5","24","1,121,310","48.5","",NA,NA,NA,NA,NA,NA
"5218",1960,"Utah","374,709","169,248","45.2","","205,361","54.8","4",NA,NA,NA,NA,NA,NA
"538",1960,"Vermont","167,324","69,186","41.3","","98,131","58.6","3",NA,NA,NA,NA,NA,NA
"548",1960,"Virginia","771,449","362,327","47.0","","404,521","52.4","12",NA,NA,NA,NA,NA,NA
"558",1960,"Washington","1,241,572","599,298","48.3","","629,273","50.7","9",NA,NA,NA,NA,NA,NA
"568",1960,"West Virginia","837,781","441,786","52.7","8","395,995","47.3","",NA,NA,NA,NA,NA,NA
"578",1960,"Wisconsin","1,729,082","830,805","48.0","","895,175","51.8","12",NA,NA,NA,NA,NA,NA
"588",1960,"Wyoming","140,782","63,331","45.0","","77,451","55.0","3",NA,NA,NA,NA,NA,NA
"594",1960,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",1960,"Totals","68,838,219","34,226,731","49.7","303","34,108,157","49.5","219",NA,NA,NA,NA,NA,NA
"1028",1964,"Alabama","689,818","--","0.0","","479,085","69.5","10",NA,NA,NA,NA,NA,NA
"1134",1964,"Alaska","67,259","44,329","65.9","3","22,930","34.1","",NA,NA,NA,NA,NA,NA
"1235",1964,"Arizona","480,770","237,753","49.5","","242,535","50.4","5",NA,NA,NA,NA,NA,NA
"1335",1964,"Arkansas","560,426","314,197","56.1","6","243,264","43.4","",NA,NA,NA,NA,NA,NA
"1435",1964,"California","7,057,586","4,171,877","59.1","40","2,879,108","40.8","",NA,NA,NA,NA,NA,NA
"1535",1964,"Colorado","776,986","476,024","61.3","6","296,767","38.2","",NA,NA,NA,NA,NA,NA
"1635",1964,"Connecticut","1,218,578","826,269","67.8","8","390,996","32.1","",NA,NA,NA,NA,NA,NA
"1735",1964,"Delaware","201,320","122,704","60.9","3","78,078","38.8","",NA,NA,NA,NA,NA,NA
"1835",1964,"Dist. of Col.","198,597","169,796","85.5","3","28,801","14.5","",NA,NA,NA,NA,NA,NA
"1935",1964,"Florida","1,854,481","948,540","51.1","14","905,941","48.9","",NA,NA,NA,NA,NA,NA
"2035",1964,"Georgia","1,139,335","522,556","45.9","","616,584","54.1","12",NA,NA,NA,NA,NA,NA
"2135",1964,"Hawaii","207,271","163,249","78.8","4","44,022","21.2","",NA,NA,NA,NA,NA,NA
"2235",1964,"Idaho","292,477","148,920","50.9","4","143,557","49.1","",NA,NA,NA,NA,NA,NA
"2335",1964,"Illinois","4,702,841","2,796,833","59.5","26","1,905,946","40.5","",NA,NA,NA,NA,NA,NA
"2435",1964,"Indiana","2,091,606","1,170,848","56.0","13","911,118","43.6","",NA,NA,NA,NA,NA,NA
"2535",1964,"Iowa","1,184,539","733,030","61.9","9","449,148","37.9","",NA,NA,NA,NA,NA,NA
"2635",1964,"Kansas","857,901","464,028","54.1","7","386,579","45.1","",NA,NA,NA,NA,NA,NA
"2735",1964,"Kentucky","1,046,105","669,659","64.0","9","372,977","35.7","",NA,NA,NA,NA,NA,NA
"2834",1964,"Louisiana","896,293","387,068","43.2","","509,225","56.8","10",NA,NA,NA,NA,NA,NA
"2934",1964,"Maine","380,965","262,264","68.8","4","118,701","31.2","",NA,NA,NA,NA,NA,NA
"3031",1964,"Maryland","1,116,457","730,912","65.5","10","385,495","34.5","",NA,NA,NA,NA,NA,NA
"3130",1964,"Massachusetts","2,344,798","1,786,422","76.2","14","549,727","23.4","",NA,NA,NA,NA,NA,NA
"3228",1964,"Michigan","3,203,102","2,136,615","66.7","21","1,060,152","33.1","",NA,NA,NA,NA,NA,NA
"3328",1964,"Minnesota","1,554,462","991,117","63.8","10","559,624","36.0","",NA,NA,NA,NA,NA,NA
"3428",1964,"Mississippi","409,146","52,618","12.9","","356,528","87.1","7",NA,NA,NA,NA,NA,NA
"3527",1964,"Missouri","1,817,879","1,164,344","64.0","12","653,535","36.0","",NA,NA,NA,NA,NA,NA
"3625",1964,"Montana","278,628","164,246","58.9","4","113,032","40.6","",NA,NA,NA,NA,NA,NA
"3725",1964,"Nebraska","584,154","307,307","52.6","5","276,847","47.4","",NA,NA,NA,NA,NA,NA
"3824",1964,"Nevada","135,433","79,339","58.6","3","56,094","41.4","",NA,NA,NA,NA,NA,NA
"3924",1964,"New Hampshire","288,093","184,064","63.9","4","104,029","36.1","",NA,NA,NA,NA,NA,NA
"4023",1964,"New Jersey","2,847,663","1,868,231","65.6","17","964,174","33.9","",NA,NA,NA,NA,NA,NA
"4129",1964,"New Mexico","328,645","194,015","59.0","4","132,838","40.4","",NA,NA,NA,NA,NA,NA
"4226",1964,"New York","7,166,275","4,913,102","68.6","43","2,243,559","31.3","",NA,NA,NA,NA,NA,NA
"4323",1964,"North Carolina","1,424,983","800,139","56.2","13","624,844","43.8","",NA,NA,NA,NA,NA,NA
"4420",1964,"North Dakota","258,389","149,784","58.0","4","108,207","41.9","",NA,NA,NA,NA,NA,NA
"4519",1964,"Ohio","3,969,196","2,498,331","62.9","26","1,470,865","37.1","",NA,NA,NA,NA,NA,NA
"4619",1964,"Oklahoma","932,499","519,834","55.7","8","412,665","44.3","",NA,NA,NA,NA,NA,NA
"4719",1964,"Oregon","786,305","501,017","63.7","6","282,779","36.0","",NA,NA,NA,NA,NA,NA
"4819",1964,"Pennsylvania","4,822,690","3,130,954","64.9","29","1,673,657","34.7","",NA,NA,NA,NA,NA,NA
"4918",1964,"Rhode Island","390,091","315,463","80.9","4","74,615","19.1","",NA,NA,NA,NA,NA,NA
"5015",1964,"South Carolina","524,779","215,723","41.1","","309,048","58.9","8",NA,NA,NA,NA,NA,NA
"5123",1964,"South Dakota","293,118","163,010","55.6","4","130,108","44.4","",NA,NA,NA,NA,NA,NA
"5219",1964,"Tennessee","1,143,946","634,947","55.5","11","508,965","44.5","",NA,NA,NA,NA,NA,NA
"539",1964,"Texas","2,626,811","1,663,185","63.3","25","958,566","36.5","",NA,NA,NA,NA,NA,NA
"549",1964,"Utah","401,413","219,628","54.7","4","181,785","45.3","",NA,NA,NA,NA,NA,NA
"559",1964,"Vermont","163,089","108,127","66.3","3","54,942","33.7","",NA,NA,NA,NA,NA,NA
"569",1964,"Virginia","1,042,267","558,038","53.5","12","481,334","46.2","",NA,NA,NA,NA,NA,NA
"579",1964,"Washington","1,258,556","779,881","62.0","9","470,366","37.4","",NA,NA,NA,NA,NA,NA
"589",1964,"West Virginia","792,040","538,087","67.9","7","253,953","32.1","",NA,NA,NA,NA,NA,NA
"595",1964,"Wisconsin","1,691,815","1,050,424","62.1","12","638,495","37.7","",NA,NA,NA,NA,NA,NA
"603",1964,"Wyoming","142,716","80,718","56.6","3","61,998","43.4","",NA,NA,NA,NA,NA,NA
"928",1968,"Alabama","1,049,922","146,923","14.0","","196,579","18.7","","691,425","65.9","10",NA,NA,NA
"1029",1968,"Alaska","83,035","37,600","45.3","3","35,411","42.6","","10,024","12.1","Â",NA,NA,NA
"1135",1968,"Arizona","486,936","266,721","54.8","5","170,514","35.0","","46,573","9.6","Â",NA,NA,NA
"1236",1968,"Arkansas","619,969","190,759","30.8","","188,228","30.4","","240,982","38.9","6",NA,NA,NA
"1336",1968,"California","7,251,587","3,467,664","47.8","40","3,244,318","44.7","","487,270","6.7","Â",NA,NA,NA
"1436",1968,"Colorado","811,199","409,345","50.5","6","335,174","41.3","","60,813","7.5","Â",NA,NA,NA
"1536",1968,"Connecticut","1,256,232","556,721","44.3","","621,561","49.5","8","76,650","6.1","Â",NA,NA,NA
"1636",1968,"Delaware","214,367","96,714","45.1","3","89,194","41.6","","28,459","13.3","Â",NA,NA,NA
"1736",1968,"Dist. of Col.","170,578","31,012","18.2","","139,566","81.8","3","--","0.0","Â",NA,NA,NA
"1836",1968,"Florida","2,187,805","886,804","40.5","14","676,794","30.9","","624,207","28.5","Â",NA,NA,NA
"1936",1968,"Georgia","1,250,266","380,111","30.4","","334,440","26.7","","535,550","42.8","12",NA,NA,NA
"2036",1968,"Hawaii","236,218","91,425","38.7","","141,324","59.8","4","3,469","1.5","Â",NA,NA,NA
"2136",1968,"Idaho","291,183","165,369","56.8","4","89,273","30.7","","36,541","12.5","Â",NA,NA,NA
"2236",1968,"Illinois","4,619,749","2,174,774","47.1","26","2,039,814","44.2","","390,958","8.5","Â",NA,NA,NA
"2336",1968,"Indiana","2,123,597","1,067,885","50.3","13","806,659","38.0","","243,108","11.4","Â",NA,NA,NA
"2436",1968,"Iowa","1,167,931","619,106","53.0","9","476,699","40.8","","66,422","5.7","Â",NA,NA,NA
"2536",1968,"Kansas","872,783","478,674","54.8","7","302,996","34.7","","88,921","10.2","Â",NA,NA,NA
"2636",1968,"Kentucky","1,055,893","462,411","43.8","9","397,541","37.6","","193,098","18.3","Â",NA,NA,NA
"2736",1968,"Louisiana","1,097,450","257,535","23.5","","309,615","28.2","","530,300","48.3","10",NA,NA,NA
"2835",1968,"Maine","392,936","169,254","43.1","","217,312","55.3","4","6,370","1.6","Â",NA,NA,NA
"2935",1968,"Maryland","1,235,039","517,995","41.9","","538,310","43.6","10","178,734","14.5","Â",NA,NA,NA
"3032",1968,"Massachusetts","2,331,752","766,844","32.9","","1,469,218","63.0","14","87,088","3.7","Â",NA,NA,NA
"3131",1968,"Michigan","3,306,250","1,370,665","41.5","","1,593,082","48.2","21","331,968","10.0","Â",NA,NA,NA
"3229",1968,"Minnesota","1,588,506","658,643","41.5","","857,738","54.0","10","68,931","4.3","Â",NA,NA,NA
"3329",1968,"Mississippi","654,509","88,516","13.5","","150,644","23.0","","415,349","63.5","7",NA,NA,NA
"3429",1968,"Missouri","1,809,502","811,932","44.9","12","791,444","43.7","","206,126","11.4","Â",NA,NA,NA
"3528",1968,"Montana","274,404","138,835","50.6","4","114,117","41.6","","20,015","7.3","Â",NA,NA,NA
"3626",1968,"Nebraska","536,851","321,163","59.8","5","170,784","31.8","","44,904","8.4","Â",NA,NA,NA
"3726",1968,"Nevada","154,218","73,188","47.5","3","60,598","39.3","","20,432","13.2","Â",NA,NA,NA
"3825",1968,"New Hampshire","297,298","154,903","52.1","4","130,589","43.9","","11,173","3.8","Â",NA,NA,NA
"3925",1968,"New Jersey","2,875,395","1,325,467","46.1","17","1,264,206","44.0","","262,187","9.1","Â",NA,NA,NA
"4024",1968,"New Mexico","327,350","169,692","51.8","4","130,081","39.7","","25,737","7.9","Â",NA,NA,NA
"4130",1968,"New York","6,791,688","3,007,932","44.3","","3,378,470","49.7","43","358,864","5.3","Â",NA,NA,NA
"4227",1968,"North Carolina","1,587,493","627,192","39.5","12","464,113","29.2","","496,188","31.3","1",NA,NA,NA
"4324",1968,"North Dakota","247,882","138,669","55.9","4","94,769","38.2","","14,244","5.7","Â",NA,NA,NA
"4421",1968,"Ohio","3,959,698","1,791,014","45.2","26","1,700,586","42.9","","467,495","11.8","Â",NA,NA,NA
"4520",1968,"Oklahoma","943,086","449,697","47.7","8","301,658","32.0","","191,731","20.3","Â",NA,NA,NA
"4620",1968,"Oregon","819,622","408,433","49.8","6","358,866","43.8","","49,683","6.1","Â",NA,NA,NA
"4720",1968,"Pennsylvania","4,747,928","2,090,017","44.0","","2,259,405","47.6","29","378,582","8.0","Â",NA,NA,NA
"4820",1968,"Rhode Island","385,000","122,359","31.8","","246,518","64.0","4","15,678","4.1","Â",NA,NA,NA
"4919",1968,"South Carolina","666,978","254,062","38.1","8","197,486","29.6","","215,430","32.3","Â",NA,NA,NA
"5016",1968,"South Dakota","281,264","149,841","53.3","4","118,023","42.0","","13,400","4.8","Â",NA,NA,NA
"5124",1968,"Tennessee","1,248,617","472,592","37.8","11","351,233","28.1","","424,792","34.0","Â",NA,NA,NA
"5220",1968,"Texas","3,079,216","1,227,844","39.9","","1,266,804","41.1","25","584,269","19.0","Â",NA,NA,NA
"5310",1968,"Utah","422,568","238,728","56.5","4","156,665","31.1","","26,906","6.4","Â",NA,NA,NA
"5410",1968,"Vermont","161,404","85,142","52.8","3","70,255","43.5","","5,104","3.2","Â",NA,NA,NA
"5510",1968,"Virginia","1,361,491","590,319","43.4","12","442,387","32.5","","321,833","23.6","Â",NA,NA,NA
"5610",1968,"Washington","1,304,281","588,510","45.1","","616,037","47.2","9","96,990","7.4","Â",NA,NA,NA
"5710",1968,"West Virginia","754,206","307,555","40.8","","374,091","49.6","7","72,560","9.6","Â",NA,NA,NA
"5810",1968,"Wisconsin","1,691,538","809,997","47.9","12","748,804","44.3","","127,835","7.6","Â",NA,NA,NA
"596",1968,"Wyoming","127,205","70,927","55.8","3","45,173","35.5","","11,105","8.7","Â",NA,NA,NA
"1030",1972,"Alabama","1,006,111","728,701","72.4","9","256,923","25.5","",NA,NA,NA,NA,NA,NA
"1136",1972,"Alaska","95,219","55,349","58.1","3","32,967","34.6","",NA,NA,NA,NA,NA,NA
"1237",1972,"Arizona","622,926","402,812","64.7","6","198,540","31.9","",NA,NA,NA,NA,NA,NA
"1337",1972,"Arkansas","651,320","448,541","68.9","6","199,892","30.7","",NA,NA,NA,NA,NA,NA
"1437",1972,"California","8,367,862","4,602,096","55.0","45","3,475,847","41.5","",NA,NA,NA,NA,NA,NA
